20181128000000,L0001,0,0,L3,L,0,B09
20181128000000,V0004,0,1,F,N,0,B05
20181128000000,K0003,4,0,F,N,20,C10
20181128000000,A0002,1,0,F,N,5,D09
20181128000000,Y0008,3,0,F,N,4,D01
20181128000000,Y0007,0,2,L1,L,0,E01
20181128000000,H0006,0,1,L2,L,0,A04
20181128000000,P0005,0,1,F,N,0,F02
20181128000000,C0010,2,0,F,N,10,B03
20181128000000,I0009,5,0,L3,L,25,F08
20181128000000,G0011,3,0,R2,R,15,C05
20181128000000,T0012,1,0,F,N,5,E05
20181128000000,S0013,3,0,F,N,15,C01
20181128000000,N0014,4,0,F,N,20,B10
20181128000000,T0015,3,0,R3,R,4,A08
20181128000000,L0016,0,2,F,N,0,F03
20181128000000,T0017,3,0,R1,R,4,F10
20181128000000,I0018,3,0,F,N,15,C01
20181128000000,B0019,0,1,F,N,0,E01
20181128000000,S0020,1,0,L2,L,5,F05
20181128000000,D0022,0,1,F,N,0,E07
20181128000000,W0023,2,0,F,N,3,F06
20181128000000,H0021,1,0,F,N,5,C07
20181128000000,G0024,1,0,F,N,5,D09
20181128000000,A0025,1,0,R3,R,5,B06
20181128000000,S0026,1,0,F,N,5,C08
20181128000000,Y0027,1,0,R2,R,5,A02
20181128000000,J0028,1,0,F,N,5,B02
20181128000000,Q0029,0,1,F,N,0,F02
20181128000000,U0030,1,0,R2,R,5,A04
20181128000000,M0031,1,0,R3,R,5,A02
20181128000000,F0032,3,0,F,N,15,E10
20181128000000,C0033,3,0,F,N,15,D06
20181128000000,W0034,3,0,F,N,15,D09
20181128000000,W0035,1,0,F,N,5,D01
20181128000000,M0036,1,0,F,N,5,C03
20181128000000,W0037,2,0,R3,R,10,E01
20181128000000,I0038,3,0,R1,R,15,F08
20181128000000,J0039,3,0,F,N,15,A07
20181128000000,W0040,4,0,F,N,20,E02
20181128000000,B0041,1,0,F,N,5,D05
20181128000000,X0042,3,0,F,N,15,E01
20181128000000,O0043,3,0,R2,R,15,C05
20181128000000,A0044,0,0,L1,L,0,E05
20181128000000,B0045,3,0,R3,L,20,F05
20181128000000,I0046,5,0,F,N,25,F03
20181128000000,F0047,5,0,F,N,25,B06
20181128000000,C0048,0,2,L3,L,0,C06
20181128000000,X0050,1,0,F,N,5,F03
20181128000000,Q0049,1,0,L1,L,5,E08
20181128000000,N0051,1,0,F,N,5,B05
20181128000000,O0052,5,0,F,N,25,D07
20181128000000,L0053,1,0,F,N,5,E01
20181128000000,A0054,5,0,F,N,25,D01
20181128000000,X0055,1,0,F,N,5,B10
20181128000000,G0056,0,2,R2,R,0,A08
20181128000000,Z0057,0,1,F,N,0,D08
20181128000000,W0058,1,0,F,N,5,C05
20181128000000,Z0059,3,0,L2,L,15,E06
20181128000000,C0084,0,0,F,N,0,B03
20181128000000,T0083,3,0,F,N,15,A09
20181128000000,C0082,1,0,F,N,5,D02
20181128000000,H0081,4,0,F,N,20,D03
20181128000000,Q0080,0,0,L2,L,0,F07
20181128000000,A0079,1,0,F,N,5,A04
20181128000000,O0078,3,0,F,N,20,B02
20181128000000,A0077,0,1,R2,R,0,C09
20181128000000,V0076,4,0,F,N,20,A09
20181128000000,G0075,3,0,F,N,4,C09
20181128000000,F0074,0,1,F,N,0,B04
20181128000000,L0073,3,0,F,N,15,D09
20181128000000,S0072,2,0,F,N,10,F09
20181128000000,X0071,3,0,F,N,20,F03
20181128000000,S0070,4,0,R1,R,20,D04
20181128000000,Z0069,5,0,F,N,25,E02
20181128000000,T0068,4,0,R2,N,30,C05
20181128000000,B0067,4,0,F,N,30,F09
20181128000000,C0066,1,0,L2,L,5,E07
20181128000000,J0065,0,0,F,N,0,C07
20181128000000,B0064,0,1,F,N,0,B08
20181128000000,B0063,5,0,L2,L,40,E04
20181128000000,N0062,0,2,F,N,0,B06
20181128000000,W0061,1,0,F,N,5,D09
